game_date,season_year,team_name,opp_team_name,venue,period,clock_seconds,situation_type,goals_for,goals_against,player_name,event,high_danger_unblocked,high_danger_within_four,event_successful,x_coord,y_coord,distance_to_attacking_net,event_type,player_name_2,x_coord_2,y_coord_2,distance_to_net_attacking_net_2,event_detail_1,event_detail_2,event_detail_3,game_seconds,away_player_1,away_position_1,away_x_1,away_y_1,away_player_2,away_position_2,away_x_2,away_y_2,away_player_3,away_position_3,away_x_3,away_y_3,away_player_4,away_position_4,away_x_4,away_y_4,away_player_5,away_position_5,away_x_5,away_y_5,home_player_1,home_position_1,home_x_1,home_y_1,home_player_2,home_position_2,home_x_2,home_y_2,home_player_3,home_position_3,home_x_3,home_y_3,home_player_4,home_position_4,home_x_4,home_y_4,home_player_5,home_position_5,home_x_5,home_y_5,away_player_6,away_position_6,away_x_6,away_y_6,home_player_6,home_position_6,home_x_6,home_y_6,away_player_7,away_position_7,away_x_7,away_y_7,home_player_7,home_position_7,home_x_7,home_y_7,away_player_10,away_position_10,away_x_10,away_y_10,away_player_8,away_position_8,away_x_8,away_y_8,away_player_9,away_position_9,away_x_9,away_y_9,home_player_10,home_position_10,home_x_10,home_y_10,home_player_8,home_position_8,home_x_8,home_y_8,home_player_9,home_position_9,home_x_9,home_y_9
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,640,5 on 4,0,0,Andrea Brandli,Play,,0,t,197,43,186.000672,Indirect,Sinja Leemann,197,43,186.000672,,,,560,Sinja Leemann,Defense,165.6801756,54.82323102,Andrea Brandli,Goalie,199.055822,43.62893396,,,150.6157487,74.85094965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,632,5 on 4,0,0,Sinja Leemann,Play,,0,t,139,60,129.1907504,Direct,Lara Stalder,110,80,105.8642999,,,,568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,631,5 on 4,0,0,Lara Stalder,Dump In/Out,,0,f,93,80,90.16789894,,,,,,,,,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Switzerland,Olympic (Women) - Olympic Athletes from Russia,away,1,631,4 on 5,0,0,Lara Stalder,Zone Entry,,0,f,75,75,71.77917525,Dumped,Yelena Provorova,,,,,,,569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,487,5 on 4,0,0,Olga Sosina,Puck Recovery,,0,t,109,40,80.03905297,,,,,,,,,713,Alina Muller,Center,118.2297395,46.84358689,,,,,,,,,,,,,,,,,Nina Pirogova,Center,150.9150941,50.36576009,Anna Shibanova,Defense,111.5753016,57.70083551,Olga Sosina,Left Wing,99.65791522,40.640738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,485,5 on 4,0,0,Olga Sosina,Play,,0,t,77,60,113.3589432,Indirect,Valeria Pavlova,123,71,71.8905418,,,,715,Alina Muller,Center,89.38156117,28.83698265,,,,,,,,,,,,,,,,,Olga Sosina,Left Wing,76.04928961,26.84520562,Anna Shibanova,Defense,85.68418979,54.66067381,Nina Pirogova,Center,105.9225603,78.83344394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,483,5 on 4,0,0,Valeria Pavlova,Dump In/Out,,0,t,123,71,71.8905418,,,,,,,,,717,Alina Muller,Center,110.7582366,13.70243059,Sarah Forster,Defense,125.7165884,34.09036029,Shannon Sigrist,Defense,127.7457935,10.88065022,Noemi Ryhner,Center,125.9322709,43.33408326,,,,,Valeria Pavlova,Left Wing,127.1094591,14.48288451,Anna Shokhina,Right Wing,109.7885166,59.23527041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,483,4 on 5,0,0,Valeria Pavlova,Zone Entry,,0,t,124,75,72.67220927,Dumped,Shannon Sigrist,,,,,,,717,Alina Muller,Center,110.7582366,13.70243059,Sarah Forster,Defense,125.7165884,34.09036029,Shannon Sigrist,Defense,127.7457935,10.88065022,Noemi Ryhner,Center,125.9322709,43.33408326,,,,,Valeria Pavlova,Left Wing,127.1094591,14.48288451,Anna Shokhina,Right Wing,109.7885166,59.23527041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,482,5 on 4,0,0,Valeria Pavlova,Puck Recovery,,0,t,133,81,67.95770744,,,,,,,,,718,Alina Muller,Center,128.2484852,14.23275417,Sarah Forster,Defense,139.4919988,25.56289949,Noemi Ryhner,Center,138.5001411,34.13795057,Shannon Sigrist,Defense,133.3672097,9.649488676,,,,,Anna Shokhina,Right Wing,118.4160044,47.95248462,Valeria Pavlova,Left Wing,136.1765501,10.90874418,Olga Sosina,Left Wing,111.0605538,12.75504649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,478,5 on 4,0,0,Valeria Pavlova,Play,,0,t,142,82,61.39421797,Direct,Olga Sosina,139,83,64.34477446,,,,722,Sarah Forster,Defense,172.8880574,34.18496015,Noemi Ryhner,Center,160.3113871,41.6258019,Shannon Sigrist,Defense,150.4897895,15.03950877,Alina Muller,Center,149.3282123,12.39071347,Andrea Brandli,Goalie,186.0494338,38.49068702,Anna Shokhina,Right Wing,164.6987751,18.76230607,Anna Shibanova,Defense,129.9176245,24.46570545,Nina Pirogova,Center,146.6377294,42.59023616,Valeria Pavlova,Left Wing,149.0061665,10.77674955,Olga Sosina,Left Wing,142.0475548,11.0213535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,478,5 on 4,0,0,Olga Sosina,Play,,0,f,139,83,64.34477446,Direct,Anna Shokhina,165,68,,,,,722,Sarah Forster,Defense,172.8880574,34.18496015,Noemi Ryhner,Center,160.3113871,41.6258019,Shannon Sigrist,Defense,150.4897895,15.03950877,Alina Muller,Center,149.3282123,12.39071347,Andrea Brandli,Goalie,186.0494338,38.49068702,Anna Shokhina,Right Wing,164.6987751,18.76230607,Anna Shibanova,Defense,129.9176245,24.46570545,Nina Pirogova,Center,146.6377294,42.59023616,Valeria Pavlova,Left Wing,149.0061665,10.77674955,Olga Sosina,Left Wing,142.0475548,11.0213535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,476,5 on 4,0,0,Valeria Pavlova,Puck Recovery,,0,t,155,81,51.36389783,,,,,,,,,724,Sarah Forster,Defense,173.7023321,29.94237695,Noemi Ryhner,Center,160.75288,39.81450699,Andrea Brandli,Goalie,186.0904535,38.66956561,Alina Muller,Center,148.5482009,15.33465502,Shannon Sigrist,Defense,159.5498256,12.42053139,Anna Shokhina,Right Wing,162.3128119,9.339505243,Nina Pirogova,Center,168.7287538,25.70468028,Olga Sosina,Left Wing,133.854144,14.00358366,Valeria Pavlova,Left Wing,154.292572,9.614186215,Anna Shibanova,Defense,125.0190631,26.86217264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,475,5 on 4,0,0,Valeria Pavlova,Play,,0,t,151,82,54.81103903,Direct,Anna Shibanova,134,50,55.50900828,,,,725,Sarah Forster,Defense,174.6330854,31.13428131,Noemi Ryhner,Center,160.7986563,36.35533975,Andrea Brandli,Goalie,184.2852466,39.39164796,Alina Muller,Center,147.0710622,14.6014759,Shannon Sigrist,Defense,160.1647858,11.6818227,Nina Pirogova,Center,182.0275149,30.32945198,Valeria Pavlova,Left Wing,149.3564039,9.813483368,Anna Shibanova,Defense,127.0090826,32.31373999,Olga Sosina,Left Wing,129.0886099,14.52980639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,464,5 on 4,0,0,Valeria Merkusheva,Puck Recovery,,0,t,2,45,187.0167105,,,,,,,,,736,,,,,,,,,,,,,,,,,,,,,Olga Sosina,Left Wing,8.387757034,52.59173337,Valeria Merkusheva,Goalie,3.537446764,40.45556977,Nina Pirogova,Center,20.07619689,68.7037251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,464,5 on 4,0,0,Valeria Merkusheva,Play,,0,t,2,45,187.0167105,Indirect,Olga Sosina,2,45,187.0167105,,,,736,,,,,,,,,,,,,,,,,,,,,Olga Sosina,Left Wing,8.387757034,52.59173337,Valeria Merkusheva,Goalie,3.537446764,40.45556977,Nina Pirogova,Center,20.07619689,68.7037251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,458,5 on 4,0,0,Olga Sosina,Play,,0,t,86,75,108.0057869,Direct,Angelina Goncharenko,86,16,106.3543605,,,,742,Kaleigh Quennec,Center,106.1096592,19.86141452,,,,,,,,,,,,,,,,,Nina Pirogova,Center,71.49180971,30.18022888,Angelina Goncharenko,Defense,67.50989505,61.23057383,Olga Sosina,Left Wing,97.36534777,15.58536107,Anna Shokhina,Right Wing,109.6614805,37.75174247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,455,4 on 5,0,0,Angelina Goncharenko,Zone Entry,,0,t,125,3,75.20804478,Carried,Lara Christen,,,,,,,745,Kaleigh Quennec,Center,140.185291,50.02103929,Lena Marie Lutz,Center,136.3423906,64.80002962,Lara Christen,Defense,150.8225997,65.90403045,Sinja Leemann,Defense,167.5290203,37.72268031,,,,,Angelina Goncharenko,Defense,135.7499977,73.8379983,Olga Sosina,Left Wing,131.136516,36.9584578,Anna Shokhina,Right Wing,126.2169371,21.35653561,Valeria Pavlova,Left Wing,131.3911654,26.99652136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,455,5 on 4,0,0,Angelina Goncharenko,Play,,0,t,133,3,68.52919086,Indirect,Valeria Pavlova,165,81,45.36794022,,,,745,Kaleigh Quennec,Center,140.185291,50.02103929,Lena Marie Lutz,Center,136.3423906,64.80002962,Lara Christen,Defense,150.8225997,65.90403045,Sinja Leemann,Defense,167.5290203,37.72268031,,,,,Angelina Goncharenko,Defense,135.7499977,73.8379983,Olga Sosina,Left Wing,131.136516,36.9584578,Anna Shokhina,Right Wing,126.2169371,21.35653561,Valeria Pavlova,Left Wing,131.3911654,26.99652136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,451,5 on 4,0,0,Valeria Pavlova,Play,,0,t,151,80,53.38773267,Direct,Olga Sosina,133,73,63.76715455,,,,749,Kaleigh Quennec,Center,163.7259111,24.04200988,Lena Marie Lutz,Center,159.5358049,37.41680213,Lara Christen,Defense,177.826568,40.83582989,Sinja Leemann,Defense,152.6168832,10.12448104,Andrea Brandli,Goalie,187.4882122,39.9153554,Olga Sosina,Left Wing,137.9597331,19.98015999,Valeria Pavlova,Left Wing,152.3883179,12.39867832,Nina Pirogova,Center,165.5928825,39.3010899,Angelina Goncharenko,Defense,131.1491393,43.53533525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,450,5 on 4,0,0,Olga Sosina,Play,,0,t,133,73,63.76715455,Indirect,Anna Shokhina,195,52,11.23610253,,,,750,Kaleigh Quennec,Center,152.1430858,29.11077643,Lena Marie Lutz,Center,157.1172674,39.41213403,Lara Christen,Defense,177.4396206,37.7536144,Sinja Leemann,Defense,149.6477322,16.79851144,Andrea Brandli,Goalie,184.7763553,39.03547056,Olga Sosina,Left Wing,130.6198841,19.15579387,Valeria Pavlova,Left Wing,151.8056683,18.12522894,Nina Pirogova,Center,171.2217995,34.50600346,Anna Shokhina,Right Wing,190.3550454,33.46055499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,446,5 on 4,0,0,Anna Shokhina,Play,,0,t,190,27,15.53222457,Indirect,Angelina Goncharenko,134,8,64.92495668,,,,754,Lena Marie Lutz,Center,175.2898558,49.53514314,Sinja Leemann,Defense,181.0534506,36.69038283,Kaleigh Quennec,Center,167.03814,42.82226305,Andrea Brandli,Goalie,185.828305,43.75274438,Lara Christen,Defense,182.5724142,47.05835762,Nina Pirogova,Center,172.7845334,40.69025499,Anna Shokhina,Right Wing,193.0330769,57.02516019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,443,5 on 4,0,0,Angelina Goncharenko,Play,,0,t,131,21,61.85668921,Direct,Olga Sosina,133,71,62.83510166,,,,757,Lena Marie Lutz,Center,149.5853128,51.12860407,Kaleigh Quennec,Center,159.7330132,35.24151503,Sinja Leemann,Defense,181.5913627,38.79796596,Lara Christen,Defense,175.4701493,53.71641791,Andrea Brandli,Goalie,188.1894647,42.35240023,Nina Pirogova,Center,163.655565,50.6270091,Anna Shokhina,Right Wing,161.9657622,81.39022912,Angelina Goncharenko,Defense,126.5817725,58.6366449,Olga Sosina,Left Wing,129.8908228,19.18626935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,441,5 on 4,0,0,Olga Sosina,Play,,0,t,142,68,53.47195527,Direct,Anna Shokhina,139,8,60.74742793,,,,759,Lena Marie Lutz,Center,157.0320884,39.85513748,Kaleigh Quennec,Center,159.5510174,28.2344205,Sinja Leemann,Defense,178.5305955,33.68979964,Andrea Brandli,Goalie,184.1305196,41.53924492,Lara Christen,Defense,172.4188978,46.50542671,Nina Pirogova,Center,163.8354069,34.56856672,Olga Sosina,Left Wing,148.8336604,19.76756116,Anna Shokhina,Right Wing,137.7800177,67.69963222,Angelina Goncharenko,Defense,126.7566007,38.47118888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,439,5 on 4,0,0,Anna Shokhina,Shot,0,0,f,159,18,38.73306081,Slapshot,,,,,On Net,t,f,761,Lena Marie Lutz,Center,166.0976662,42.63957915,Kaleigh Quennec,Center,173.6150076,38.58228514,Sinja Leemann,Defense,179.4868944,44.09577422,Andrea Brandli,Goalie,183.9085024,43.95755628,Lara Christen,Defense,175.1107692,54.73846154,Nina Pirogova,Center,178.6698407,44.86786172,Olga Sosina,Left Wing,156.1606578,21.79364524,Anna Shokhina,Right Wing,166.682779,63.08407834,Liana Ganeyeva,Defense,185.877387,35.0628808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,431,5 on 4,0,0,Valeria Merkusheva,Puck Recovery,,0,t,0,41,189.0059523,,,,,,,,,769,,,,,,,,,,,,,,,,,,,,,Angelina Goncharenko,Defense,34.50956165,58.09036974,Valeria Merkusheva,Goalie,1.651893322,41.7547895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,430,5 on 4,0,0,Valeria Merkusheva,Play,,0,t,5,36,184.114774,Indirect,Angelina Goncharenko,5,36,184.114774,,,,770,,,,,,,,,,,,,,,,,,,,,Angelina Goncharenko,Defense,16.12763081,56.04277974,Valeria Merkusheva,Goalie,5.805935097,45.23404306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,423,5 on 4,0,0,Angelina Goncharenko,Play,,0,t,23,55,166.4699673,Direct,Anna Savonina,13,68,177.8377069,,,,777,Phoebe Staenz,Center,27.62612155,36.94764468,,,,,,,,,,,,,,,,,Angelina Goncharenko,Defense,24.62955616,31.73659123,Valeria Merkusheva,Goalie,14.32180162,39.80206722,Veronika Korzhakova,Center,41.13397478,22.08170124,Alexandra Vafina,Center,18.32184515,63.86776079,Anna Savonina,Defense,14.60380967,14.27614142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,422,5 on 4,0,0,Anna Savonina,Play,,0,t,13,68,177.8377069,Direct,Alexandra Vafina,58,11,134.7339972,,,,778,Phoebe Staenz,Center,42.33413007,33.99902811,,,,,,,,,,,,,,,,,Angelina Goncharenko,Defense,36.11840821,26.07800371,Valeria Merkusheva,Goalie,13.16637996,39.66497259,Veronika Korzhakova,Center,49.27889414,18.19128099,Anna Savonina,Defense,17.03827758,21.06675179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,414,5 on 4,0,0,Anna Shokhina,Puck Recovery,,0,t,176,18,27.7353565,,,,,,,,,786,Stefanie Wetli,Defense,181.111156,60.00381279,Keely Moy,Center,168.0772412,46.26838141,Andrea Brandli,Goalie,178.9187793,45.57796971,Nicole Vallario,Defense,158.9957476,44.51457347,,,,,Anna Shokhina,Right Wing,179.214911,66.61235982,Alexandra Vafina,Center,157.6118908,43.84617151,Veronika Korzhakova,Center,155.9565522,43.61871552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,410,5 on 4,0,0,Anna Shokhina,Play,,0,t,142,17,53.47195527,Direct,Angelina Goncharenko,134,43,55.00227268,,,,790,Stefanie Wetli,Defense,169.0799524,51.92284235,Keely Moy,Center,164.4370367,39.17802033,Nicole Vallario,Defense,176.7061994,44.14426294,Phoebe Staenz,Center,151.4414108,48.02670973,Andrea Brandli,Goalie,182.5253769,41.76061976,Anna Shokhina,Right Wing,139.6843335,61.2258521,Veronika Korzhakova,Center,162.323345,44.23015826,Alexandra Vafina,Center,185.3503764,65.84268628,Anna Savonina,Defense,157.1027313,20.31113332,Angelina Goncharenko,Defense,129.6037788,38.10567803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,408,5 on 4,0,0,Angelina Goncharenko,Play,,0,t,131,47,58.17430704,Direct,Anna Savonina,167,74,38.42199891,,,,792,Stefanie Wetli,Defense,169.9573946,44.86248399,Keely Moy,Center,165.5109616,30.97570166,Nicole Vallario,Defense,176.5399624,40.22357589,Phoebe Staenz,Center,136.4562371,34.2308315,Andrea Brandli,Goalie,182.7148372,40.14525964,Anna Shokhina,Right Wing,147.258179,60.24909386,Veronika Korzhakova,Center,159.0721559,41.88497625,Alexandra Vafina,Center,176.1790192,62.22768113,Anna Savonina,Defense,166.9710291,14.26062604,Angelina Goncharenko,Defense,126.5799714,33.49200462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,405,5 on 4,0,0,Anna Savonina,Play,,0,t,143,74,55.75168159,Direct,Angelina Goncharenko,127,36,62.33979467,,,,795,Stefanie Wetli,Defense,165.9391243,48.74076726,Keely Moy,Center,150.1015049,26.64653036,Nicole Vallario,Defense,171.9702977,35.78167901,Phoebe Staenz,Center,153.6497737,43.50089614,Andrea Brandli,Goalie,183.3609048,42.15203456,Anna Shokhina,Right Wing,154.0409051,66.88887517,Veronika Korzhakova,Center,156.0607598,27.21113267,Alexandra Vafina,Center,180.0440675,42.10942215,Anna Savonina,Defense,136.4947403,18.6964809,Angelina Goncharenko,Defense,123.2015794,44.65473387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,404,5 on 4,0,0,Angelina Goncharenko,Shot,0,0,f,132,34,57.63028718,Wristshot,,,,,Missed,t,f,796,Stefanie Wetli,Defense,163.1170591,52.61931443,Keely Moy,Center,156.374554,34.6781546,Nicole Vallario,Defense,171.1064946,41.14218885,Phoebe Staenz,Center,142.3678827,49.77474964,Andrea Brandli,Goalie,182.0986401,42.86928497,Anna Shokhina,Right Wing,156.1900027,71.26780055,Veronika Korzhakova,Center,159.8459352,36.89297315,Alexandra Vafina,Center,177.9740653,44.23025656,Anna Savonina,Defense,139.9295586,27.00693196,Angelina Goncharenko,Defense,129.0560606,50.42447563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,400,5 on 4,0,0,Anna Savonina,Puck Recovery,,0,t,169,80,42.5,,,,,,,,,800,Stefanie Wetli,Defense,178.1483631,39.08411896,Keely Moy,Center,161.7972059,23.27856857,Nicole Vallario,Defense,177.5057933,22.46246557,Andrea Brandli,Goalie,184.578208,39.00876986,Phoebe Staenz,Center,162.6559029,37.50376397,Veronika Korzhakova,Center,159.8711122,30.90845891,Alexandra Vafina,Center,188.5607662,15.64623659,Anna Savonina,Defense,156.2298078,10.38117754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,399,5 on 4,0,0,Anna Savonina,Play,,0,t,156,81,50.70749452,Indirect,Alexandra Vafina,185,77,34.73110997,,,,801,Stefanie Wetli,Defense,175.9635654,38.68083258,Keely Moy,Center,151.593675,16.18704005,Nicole Vallario,Defense,171.7588427,25.05452774,Andrea Brandli,Goalie,183.6898268,38.80132937,Phoebe Staenz,Center,165.0788831,39.90480394,Veronika Korzhakova,Center,158.4301329,30.84496003,Anna Savonina,Defense,147.766288,10.58210434,Alexandra Vafina,Center,184.7470558,14.81122373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,398,5 on 4,0,0,Alexandra Vafina,Play,,0,t,185,77,34.73110997,Direct,Anna Savonina,137,73,60.28474102,,,,802,Stefanie Wetli,Defense,171.6781563,38.95301276,Keely Moy,Center,145.7919234,21.91323114,Nicole Vallario,Defense,171.5777335,24.35854251,Andrea Brandli,Goalie,180.1774449,38.50385569,Phoebe Staenz,Center,160.5391664,38.83269444,Veronika Korzhakova,Center,154.6479225,27.65531357,Alexandra Vafina,Center,177.5316946,13.5225988,Anna Savonina,Defense,133.897003,13.98580908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,396,5 on 4,0,0,Anna Savonina,Play,,0,t,137,67,57.48260606,Direct,Anna Shokhina,152,5,52.68064161,,,,804,Stefanie Wetli,Defense,174.2921162,42.69489052,Nicole Vallario,Defense,173.6460272,31.35119188,Phoebe Staenz,Center,162.9005162,43.0207832,Keely Moy,Center,149.1357558,29.86734506,Andrea Brandli,Goalie,183.484363,40.17675664,Veronika Korzhakova,Center,161.4596401,33.9939516,Anna Savonina,Defense,136.3293738,23.41097331,Anna Shokhina,Right Wing,148.4858865,74.39798407,Angelina Goncharenko,Defense,122.6965015,28.41283792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,393,5 on 4,0,0,Anna Shokhina,Play,,0,t,165,8,42.02677718,Direct,Veronika Korzhakova,162,29,30.1869177,,,,807,Stefanie Wetli,Defense,175.1612688,52.54540614,Nicole Vallario,Defense,179.5935026,42.8679818,Phoebe Staenz,Center,173.3301574,67.27651388,Keely Moy,Center,165.752698,47.62081501,Andrea Brandli,Goalie,184.1666954,44.5802342,Veronika Korzhakova,Center,161.9917883,53.13611782,Anna Savonina,Defense,170.1000307,31.18536337,Anna Shokhina,Right Wing,171.9459043,69.95496324,Alexandra Vafina,Center,182.2694683,45.79343164,Angelina Goncharenko,Defense,139.2755826,51.19284305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2022,2021,Olympic (Women) - Olympic Athletes from Russia,Olympic (Women) - Switzerland,home,1,393,5 on 4,0,0,Veronika Korzhakova,Play,,0,t,162,29,30.1869177,Direct,Anna Shokhina,181,9,34.4419802,,,,807,Stefanie Wetli,Defense,175.1612688,52.54540614,Nicole Vallario,Defense,179.5935026,42.8679818,Phoebe Staenz,Center,173.3301574,67.27651388,Keely Moy,Center,165.752698,47.62081501,Andrea Brandli,Goalie,184.1666954,44.5802342,Veronika Korzhakova,Center,161.9917883,53.13611782,Anna Savonina,Defense,170.1000307,31.18536337,Anna Shokhina,Right Wing,171.9459043,69.95496324,Alexandra Vafina,Center,182.2694683,45.79343164,Angelina Goncharenko,Defense,139.2755826,51.19284305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
